SNIP Year,Value
2002,0.631
2002,0.567
2002,0.379
2002,0
2002,0.769
2002,0.398
2002,2.181
2002,0.609
2002,0.729
2002,0.75
2002,1.259
2002,0.543
2002,0.429
2002,0.431
2002,0.996
2002,0.903
2002,1.172
2002,1.174
2002,0.596
2002,0.596
2002,0.17
2002,0.623
2002,0.151
2002,0.288
2002,1.377
2002,0
2002,1.047
2002,0.245
2002,0.629
2002,1.146
2002,0.993
2002,1.176
2002,1.709
2002,0.163
2002,0.106
2002,0.546
2002,1.205
2002,0.793
2002,1.344
2002,1.168
2002,2.178
2002,1.478
2002,1.711
2002,1.637
2002,0.512
2002,1.017
2002,1.069
2002,0.513
2002,0.626
2002,0.232
2002,0.374
2002,0.049
2002,0.156
2002,0.17
2002,0
2002,0.179
2002,0.102
2002,0.784
2002,0.509
2002,0.457
2002,0.656
2002,1
2002,0.953
2002,0
2002,0.93
2002,3.773
2002,0.655
2002,0.408
2002,1.004
2002,1.228
2002,1.391
2002,1.318
2002,0
2002,0.841
2002,0.387
2002,0.204
2002,0.314
2002,1.171
2002,1.285
2002,0.562
2002,0.352
2002,0.566
2002,0.557
2002,1.03
2002,0.94
2002,1.131
2002,0.074
2002,0.514
2002,0.731
2002,1.346
2002,1.687
2002,0.534
2002,0.156
2002,0.499
2002,1.053
2002,0.57
2002,0.188
2002,0
2002,0.383
2002,3.21
2002,2.314
2002,2.038
2002,0.937
2002,0.96
2002,1.298
2002,4.019
2002,0.403
2002,1.089
2002,0.359
2002,0.615
2002,1.742
2002,1.253
2002,0.38
2002,0.535
2002,2.514
2002,0.619
2002,1.512
2002,1.252
2002,0.082
2002,0.933
2002,1.046
2002,1.085
2002,1.216
2002,0.445
2002,0.799
2002,1.121
2002,1.194
2002,1.884
2002,0.905
2002,0.65
2002,0.51
2002,1.77
2002,1.237
2002,0.492
2002,1.028
2002,0.95
2002,0.806
2002,0.523
2002,0.691
2002,2.594
2002,0.907
2002,1.082
2002,1.162
2002,1.618
2002,1.7
2002,1.515
2002,0.401
2002,0.13
2002,1.518
2002,1.636
2002,0.748
2002,0.87
2002,1.851
2002,0.915
2002,1.514
2002,0.232
2002,1.493
2002,1.041
2002,1.446
2002,0.722
2002,1.06
2002,0.805
2002,1.728
2002,0.563
2002,0.538
2002,1.11
2002,0.893
2002,0.969
2002,0.837
2002,1.164
2002,1.306
2002,1.247
2002,1.201
2002,1.112
2002,1.108
2002,1.355
2002,2.312
2002,0.855
2002,1.612
2002,0.969
2002,2.93
2002,0.676
2002,0.575
2002,0.385
2002,2.125
2002,0.701
2002,2.22
2002,1.181
2002,1.553
2002,1.617
2002,1.668
2002,2.262
2002,0.966
2002,2.368
2002,1.497
2002,2.357
2002,0.85
2002,0.807
2002,1.25
2002,1.075
2002,0.855
2002,1.4
2002,0
2002,0.735
2002,0.77
2002,0.805
2002,1.453
2002,2.23
2002,3.639
2002,0.512
2002,5.197
2002,0.512
2002,0.762
2002,3.653
2002,0.441
2002,1.287
2002,1.011
2002,0.479
2002,0.809
2002,0.668
2002,0.163
2002,0.266
2002,1.144
2002,0.851
2002,0.128
2002,0.392
2002,0.364
2002,0.164
2002,0.333
2002,0.601
2002,1.405
2002,1.082
2002,1.272
2002,0.812
2002,0.56
2002,1.005
2002,1.799
2002,0.764
2002,0.714
2002,0.213
2002,0.269
2002,0
2002,0.853
2002,0.225
2002,0
2002,0.296
2002,0.594
2002,1.316
2002,1.874
2002,2.135
2002,0.33
2002,0.069
2002,0.722
2002,0.852
2002,1.419
2002,0.064
2002,0.442
2002,0.397
2002,0.64
2002,0.906
2002,1.239
2002,1.02
2002,1.211
2002,1.274
2002,0.722
2002,0.61
2002,0.154
2002,0.045
2002,0.847
2002,0.617
2002,0.342
2002,0.416
2002,0.571
2002,0.192
2002,0.344
2002,0.371
2002,0.947
2002,1.224
2002,1.112
2002,1.727
2002,0.188
2002,0.244
2002,0.368
2002,0.382
2002,0.291
2002,0.419
2002,0.987
2002,0
2002,0.336
2002,0.184
2002,1.576
2002,0.918
2002,0.845
2002,0.133
2002,0.702
2002,0.173
2002,0.577
2002,0.884
2002,0.524
2002,0.651
2002,1.352
2002,1.073
2002,0.914
2002,1.126
2002,1.07
2002,0.569
2002,0.716
2002,0.635
2002,0.622
2002,0.535
2002,1.036
2002,0.945
2002,0.782
2002,0.946
2002,0.749
2002,0.787
2002,0.697
2002,0.765
2002,4.072
2002,0.401
2002,3.267
2002,1.563
2002,1.171
2002,0.327
2002,2.492
2003,1.237
2003,1.944
2003,0.447
2003,0.33
2003,1.057
2003,0.642
2003,0.077
2003,1.051
2003,1.642
2003,0.625
2003,0.782
2003,3.479
2003,1.347
2003,4.456
2003,0.35
2003,2.042
2003,0.335
2003,0.708
2003,0.535
2003,0.738
2003,1.324
2003,1.89
2003,1.438
2003,5.444
2003,0.704
2003,1.537
2003,1.508
2003,14.87
2003,1.035
2003,7.322
2003,7.127
2003,1.944
2003,2.804
2003,5.358
2003,2.377
2003,1.188
2003,3.797
2003,5.601
2003,0.41
2003,0.369
2003,0.065
2003,0.871
2003,1.11
2003,0.271
2003,0.216
2003,0.574
2003,0.123
2003,1.2
2003,0.493
2003,1.254
2003,0.746
2003,1.174
2003,0.76
2003,1.284
2003,0.315
2003,0
2003,0.377
2003,0.82
2003,0.209
2003,0.128
2003,0.103
2003,0.113
2003,0.337
2003,0.616
2003,0.41
2003,0.588
2003,0.47
2003,0.162
2003,0.378
2003,0
2003,0.282
2003,0.36
2003,1.225
2003,2.218
2003,0.509
2003,0.821
2003,1.701
2003,0.925
2003,0.76
2003,0.556
2003,0.147
2003,0.509
2003,0.418
2003,0.603
2003,1.183
2003,0.883
2003,0.73
2003,0.604
2003,0.412
2003,0.694
2003,0.056
2003,0.348
2003,0.413
2003,0.309
2003,0.432
2003,2.168
2003,3.307
2003,2.951
2003,0.726
2003,0.315
2003,0.673
2003,0.142
2003,0.707
2003,0.599
2003,0.575
2003,0.392
2003,0.157
2003,0.377
2003,0.246
2003,0.324
2003,0.978
2003,0.364
2003,0.376
2003,0.882
2003,0.978
2003,0.178
2003,1.174
2003,0.229
2003,0.913
2003,0.791
2003,0.091
2003,0.92
2003,0
2003,0.942
2003,0.613
2003,1.105
2003,0.465
2003,0.744
2003,0.815
2003,1.033
2003,0.594
2003,0.751
2003,0.583
2003,0.217
2003,0.722
2003,0.314
2003,0.313
2003,0.468
2003,0.209
2003,0.435
2003,0.868
2003,0.162
2003,0.298
2003,0.318
2003,0.902
2003,1.514
2003,1.019
2003,0.894
2003,0.113
2003,0.598
2003,0.489
2003,0.297
2003,0.979
2003,1.053
2003,0.226
2003,0.231
2003,0.503
2003,0.595
2003,0.507
2003,0.385
2003,0.887
2003,0.476
2003,0.158
2003,0.349
2003,0.116
2003,0
2003,0.151
2003,0.023
2003,0.54
2003,0.956
2003,0.96
2003,1.979
2003,0.469
2003,0.407
2003,0.906
2003,0.519
2003,0.992
2003,0.334
2003,2.519
2003,0.9
2003,0.56
2003,0.923
2003,0.15
2003,0.363
2003,2.301
2003,1.402
2003,1.779
2003,2.689
2003,0.581
2003,0.775
2003,0.852
2003,0
2003,1.329
2003,0.532
2003,1.377
2003,6.65
2003,0.919
2003,1.18
2003,0.589
2003,2.104
2003,0.701
2003,0
2003,1.404
2003,1.602
2003,0
2003,1.217
2003,0
2003,1.571
2003,1.335
2003,0
2003,3.069
2003,1.275
2003,1.545
2003,1.306
2003,0
2003,0.804
2003,3.998
2003,0.25
2003,0
2003,3.872
2003,0
2003,1.71
2003,0.8
2003,4.296
2003,1.909
2003,0.325
2003,0.569
2003,2.437
2003,1.743
2003,0
2003,2.513
2003,1.622
2003,2.312
2003,1.639
2003,0
2003,0
2003,6.373
2003,2.805
2003,0.772
2003,1.283
2003,0.706
2003,0.486
2003,0.367
2003,0
2003,0.713
2003,0.706
2003,1.535
2003,0.838
2003,0.748
2003,0.715
2003,0.811
2003,1.244
2003,1.303
2003,1.403
2003,0.664
2003,0.413
2003,0.839
2003,0.454
2003,0.248
2003,0
2003,0.561
2003,0.522
2003,2.458
2003,0.18
2003,0.619
2003,0.554
2003,1.118
2003,0.407
2003,0.777
2003,0.189
2003,1.302
2003,0.97
2003,1.382
2003,1.005
2003,0.689
2003,0.816
2003,0.591
2003,0.477
2003,0.398
2003,0.479
2003,1.601
2003,0
2003,1.231
2003,0.203
2003,1.037
2003,1.24
2003,1.364
2003,1.161
2003,1.398
2003,0.154
2003,0.239
2003,0.574
2003,1.146
2003,0.988
2003,1.571
2003,1.818
2003,2.082
2003,1.303
2003,1.585
2003,1.713
2003,0.589
2003,0.951
2003,0.754
2003,0.492
2003,0.617
2003,0.386
2003,0.791
2003,0.055
2003,0.351
2003,0.147
2003,0
2003,0.13
2003,0.064
2003,0.552
2003,0.185
2003,0.893
2003,0.653
2003,0.995
2003,0.571
2003,0.141
2003,1.02
2003,2.635
2003,0.678
2003,0.513
2003,0.789
2003,1.521
2003,1.648
2003,1.441
2003,0.548
2003,0.614
2003,0.304
2003,0.172
2003,0.371
2003,0.317
2003,1.277
2003,0.758
2003,0.392
2003,0.622
2003,0.687
2003,0.239
2003,0.905
2003,1.05
2003,0.475
2003,0.751
2003,0.44
2003,1.418
2003,1.412
2003,0.431
2003,0
2003,0.483
2003,0.917
2003,0.612
2003,1.195
2003,0
2003,0.118
2003,3.355
2003,3.063
2003,2.091
2003,1.272
2003,1.198
2003,1.54
2003,1.555
2003,0.635
2003,1.541
2003,0.62
2003,1.134
2003,1.759
2003,1.344
2003,0.605
2003,0.561
2003,2.597
2003,0.76
2003,1.401
2003,1.804
2003,0.013
2003,0.716
2003,0.818
2003,1.637
2003,0.897
2003,0.45
2003,0.948
2003,1.332
2003,1.134
2003,2.162
2003,1.056
2003,0.818
2003,0.408
2003,1.906
2003,1.147
2003,0.818
2003,1.193
2003,0.96
2003,0.91
2003,0
2003,0.751
2003,2.944
2003,1.046
2003,1.332
2003,1.25
2003,2.457
2003,1.633
2003,0.495
2003,0.519
2003,0.226
2003,1.746
2003,1.86
2003,0.945
2003,0.388
2003,1.997
2003,0.806
2003,1.972
2003,0.36
2003,1.747
2003,1.115
2003,1.883
2003,1.383
2003,0.823
2003,0.978
2003,1.842
2003,0.881
2003,0.67
2003,1.292
2003,1.022
2003,1.102
2003,0.858
2003,1.123
2003,1.235
2003,1.165
2003,1.288
2003,1.105
2003,1.218
2003,1.269
2003,2.825
2003,1.138
2003,1.89
2003,0.997
2003,3.271
2003,0.354
2003,0.427
2003,0.634
2003,2.287
2003,0.882
2003,2.752
2003,1.126
2003,1.485
2003,1.761
2003,1.929
2003,2.62
2003,0.979
2003,2.157
2003,1.5
2003,2.874
2003,0.922
2003,1.086
2003,1.225
2003,1.046
2003,1.254
2003,1.255
2003,0
2003,0.679
2003,0.807
2003,0.749
2003,1.259
2003,2.202
2003,3.172
2003,0.994
2003,5.063
2003,0.841
2003,0.788
2003,3.168
2003,0.95
2003,1.561
2003,1.163
2003,0.67
2003,0.644
2003,0.834
2003,0.216
2003,0.448
2003,1.116
2003,0.673
2003,0.218
2003,0.441
2003,0.019
2003,0.382
2003,0.272
2003,0.677
2003,1.269
2003,0.597
2003,1.302
2003,1.159
2003,0.725
2003,0.984
2003,1.844
2003,0.614
2003,0.773
2003,0.449
2003,0.315
2003,0
2003,1.423
2003,0.3
2003,0
2003,0.346
2003,0.726
2003,1.45
2003,1.928
2003,2.127
2003,0.771
2003,0.03
2003,0.727
2003,1.279
2003,1.538
2003,0.333
2003,0.656
2003,0.407
2003,1.062
2003,1.128
2003,1.112
2003,0.796
2003,0.977
2003,1.273
2003,0.808
2003,0.725
2003,0
2003,0.025
2003,0.804
2003,0.783
2003,0.366
2003,0.509
2003,0.518
2003,0.669
2003,0
2003,0.815
2003,0.441
2003,0.981
2003,1.058
2003,1.435
2003,0.275
2003,0.727
2003,0.32
2003,0.353
2003,0.593
2003,0.335
2003,0.994
2003,0
2003,0.51
2003,0.279
2003,1.445
2003,0.669
2003,0.703
2003,0.245
2003,0.65
2003,0.331
2003,0.608
2003,1.161
2003,0.578
2003,0.669
2003,1.616
2003,1.364
2003,1.074
2003,1.102
2003,0.555
2003,0.6
2003,0.821
2003,0.855
2003,0.791
2003,0.782
2003,1.225
2003,1.011
2003,0.832
2003,0.69
2003,0.66
2003,0.731
2003,0.965
2003,1.113
2003,4.803
2003,0.118
2003,3.296
2003,1.296
2003,1.419
2003,0.529
2003,2.52
2004,1.217
2004,1.673
2004,0.034
2004,0.356
2004,0.959
2004,0.25
2004,1.645
2004,1.153
2004,1.673
2004,0.448
2004,0.806
2004,3.491
2004,1.593
2004,5.71
2004,0.565
2004,2.219
2004,0.536
2004,0.805
2004,0.168
2004,0.827
2004,0.813
2004,1.6
2004,2.258
2004,5.11
2004,1.009
2004,1.644
2004,1.999
2004,26.857
2004,0.871
2004,7.38
2004,7.233
2004,1.077
2004,3.344
2004,5.888
2004,2.378
2004,1.742
2004,4.874
2004,5.454
2004,0.659
2004,0.244
2004,0.071
2004,0.643
2004,0.666
2004,0.384
2004,0.362
2004,0.378
2004,0.129
2004,1.044
2004,0.367
2004,0.856
2004,1.354
2004,1.183
2004,0.843
2004,1.189
2004,0.214
2004,0
2004,0.422
2004,0.495
2004,0.226
2004,0.146
2004,0.101
2004,0.112
2004,0.398
2004,0.505
2004,0.374
2004,0.731
2004,0.358
2004,0.438
2004,0.614
2004,0
2004,0.306
2004,0.298
2004,1.106
2004,3.26
2004,0.517
2004,0.805
2004,0
2004,0.823
2004,0.732
2004,0.308
2004,0.062
2004,0.819
2004,0.406
2004,0.824
2004,0.817
2004,1.451
2004,0.784
2004,0.682
2004,0.626
2004,0.734
2004,0.04
2004,0.409
2004,0.314
2004,0.375
2004,0.555
2004,1.717
2004,3.137
2004,3.835
2004,0.943
2004,0.462
2004,0.689
2004,0.258
2004,0.729
2004,0.884
2004,0.526
2004,0.313
2004,0.082
2004,0.506
2004,0.218
2004,0.424
2004,0.944
2004,0.31
2004,0.427
2004,1.026
2004,0.893
2004,0.148
2004,1.106
2004,0.456
2004,0.854
2004,0.786
2004,0.566
2004,0.909
2004,0
2004,1.01
2004,0.698
2004,1.071
2004,0.639
2004,0.901
2004,0.876
2004,1.012
2004,0.604
2004,0.665
2004,0.294
2004,0.227
2004,0.684
2004,0.402
2004,0.315
2004,0.423
2004,0.3
2004,0.465
2004,0.94
2004,0.378
2004,0.478
2004,0.322
2004,1.112
2004,1.737
2004,0.909
2004,0.995
2004,0.325
2004,0.565
2004,0.667
2004,0.476
2004,0.838
2004,1.171
2004,0.243
2004,0.368
2004,0.582
2004,0.679
2004,0.545
2004,0.508
2004,1.165
2004,0.305
2004,0.125
2004,0.365
2004,0.356
2004,0
2004,0.066
2004,0.137
2004,0.388
2004,0.987
2004,1.239
2004,1.92
2004,0.554
2004,1.153
2004,1.06
2004,0.514
2004,0.787
2004,0.622
2004,3.46
2004,0.838
2004,0.572
2004,1.374
2004,0.114
2004,0.36
2004,3.039
2004,1.87
2004,2.375
2004,2.811
2004,0.428
2004,0.882
2004,1.233
2004,0
2004,1.145
2004,0.657
2004,1.849
2004,4.734
2004,0.732
2004,1.732
2004,0.716
2004,2.988
2004,0.656
2004,0
2004,1.26
2004,1.099
2004,0
2004,0.511
2004,0
2004,1.559
2004,1.591
2004,0
2004,2.8
2004,1.011
2004,1.342
2004,1.146
2004,0
2004,1.159
2004,0
2004,0.211
2004,0
2004,4.629
2004,0
2004,5.915
2004,1.319
2004,2.589
2004,2.34
2004,0.344
2004,0.608
2004,1.942
2004,2.479
2004,0
2004,1.921
2004,1.903
2004,1.821
2004,1.86
2004,0
2004,0
2004,5.746
2004,2.746
2004,1.034
2004,1.178
2004,0.951
2004,0.683
2004,0.106
2004,0
2004,1.268
2004,0.545
2004,1.641
2004,0.788
2004,1.194
2004,0.918
2004,0.741
2004,1.443
2004,0.948
2004,1.826
2004,0.688
2004,0.672
2004,0.882
2004,0.317
2004,0.18
2004,0
2004,1.279
2004,0.407
2004,2.02
2004,0.332
2004,0.373
2004,0.568
2004,0.359
2004,0.524
2004,0.696
2004,0.336
2004,1.207
2004,0.755
2004,1.189
2004,0.907
2004,0.641
2004,1.224
2004,0.947
2004,0.528
2004,0.287
2004,0.454
2004,2.005
2004,0
2004,1.107
2004,0.332
2004,1.397
2004,1.121
2004,1.548
2004,0.652
2004,1.255
2004,0.155
2004,0.197
2004,0.383
2004,0.801
2004,1.014
2004,1.603
2004,1.561
2004,3.243
2004,1.545
2004,1.676
2004,1.784
2004,0.533
2004,0.912
2004,0.972
2004,0.641
2004,0.743
2004,0.295
2004,0.709
2004,0.193
2004,0.178
2004,0.147
2004,0
2004,0.203
2004,0.102
2004,0.433
2004,0.242
2004,0.468
2004,0.689
2004,0.984
2004,1.272
2004,0.157
2004,1.078
2004,2.507
2004,1.112
2004,0.366
2004,0.583
2004,1
2004,1.851
2004,1.535
2004,0
2004,0.623
2004,0.623
2004,0.236
2004,0.314
2004,0.544
2004,1.171
2004,0.418
2004,0.493
2004,0.622
2004,0.796
2004,0.773
2004,0.95
2004,1.101
2004,0.553
2004,0.921
2004,0.84
2004,1.464
2004,1.522
2004,1.767
2004,0
2004,0.821
2004,0.891
2004,0.472
2004,0.259
2004,0.341
2004,0.35
2004,2.994
2004,3.727
2004,2.215
2004,1.103
2004,0.881
2004,1.543
2004,2.959
2004,0.25
2004,1.436
2004,0.489
2004,0.575
2004,1.788
2004,1.312
2004,0.483
2004,0.74
2004,2.45
2004,0.952
2004,1.227
2004,1.44
2004,0.445
2004,0.779
2004,1.058
2004,1.561
2004,0.94
2004,0.445
2004,0
2004,1.493
2004,1.512
2004,2.202
2004,0.863
2004,0.78
2004,0.418
2004,1.903
2004,1.457
2004,0.677
2004,1.051
2004,0.987
2004,1.031
2004,0.571
2004,0.735
2004,3.331
2004,1.067
2004,1.388
2004,1.353
2004,1.321
2004,1.673
2004,0.202
2004,0.766
2004,0.096
2004,1.451
2004,1.877
2004,1.093
2004,0.548
2004,1.869
2004,0.603
2004,1.694
2004,0.597
2004,1.612
2004,1.039
2004,1.992
2004,1.367
2004,0.757
2004,0.972
2004,1.7
2004,0.702
2004,0.807
2004,1.313
2004,0.931
2004,1.277
2004,0.938
2004,1.168
2004,1.335
2004,1.166
2004,1.224
2004,1.135
2004,1.105
2004,1.266
2004,2.836
2004,0.927
2004,1.948
2004,1.186
2004,3.347
2004,0.599
2004,0.633
2004,0.671
2004,2.152
2004,0.709
2004,2.942
2004,1.233
2004,1.016
2004,1.726
2004,1.666
2004,3.558
2004,0.771
2004,2.199
2004,1.606
2004,2.827
2004,1.031
2004,1.095
2004,1.251
2004,1.136
2004,1.014
2004,1.721
2004,0.086
2004,0.917
2004,0.775
2004,0.763
2004,1.302
2004,2.025
2004,4.597
2004,0.983
2004,4.346
2004,0.22
2004,0.992
2004,4.833
2004,0.158
2004,1.532
2004,1.053
2004,0.768
2004,0.707
2004,0.513
2004,0.436
2004,0.523
2004,1.176
2004,0.52
2004,0.139
2004,0.416
2004,0.145
2004,0.368
2004,0.025
2004,0.751
2004,1.316
2004,1.176
2004,1.425
2004,0.976
2004,0.654
2004,0.976
2004,1.935
2004,0.624
2004,0.739
2004,0.53
2004,0.306
2004,0
2004,1.521
2004,0.822
2004,0
2004,0.504
2004,0.579
2004,1.485
2004,1.88
2004,2.169
2004,0.784
2004,0.112
2004,0.896
2004,1.096
2004,1.46
2004,0.503
2004,0.791
2004,0.435
2004,1.23
2004,1.402
2004,1.454
2004,0.804
2004,0.879
2004,1.136
2004,0.675
2004,0.712
2004,0
2004,0.111
2004,0.715
2004,0.818
2004,0.303
2004,0.523
2004,0.515
2004,0.911
2004,0
2004,0.823
2004,0.881
2004,0.858
2004,1.24
2004,1.225
2004,0.182
2004,0.599
2004,0.333
2004,0.28
2004,0.51
2004,0.245
2004,1.211
2004,0
2004,0.329
2004,0.415
2004,1.77
2004,1.132
2004,0.765
2004,0.217
2004,0.663
2004,0.207
2004,1.13
2004,1.146
2004,0.495
2004,1.009
2004,2.213
2004,1.64
2004,1.279
2004,1.347
2004,0.895
2004,0.463
2004,0.975
2004,1.046
2004,0.781
2004,0.876
2004,1.209
2004,1.093
2004,1.006
2004,0.863
2004,0.64
2004,0.743
2004,0.811
2004,1.23
2004,4.798
2004,0.197
2004,3.187
2004,2.104
2004,1.315
2004,0.306
2004,2.537
2005,0.901
2005,1.769
2005,0.27
2005,0.119
2005,0.859
2005,0.71
2005,0
2005,1.21
2005,1.669
2005,0.601
2005,0.827
2005,3.177
2005,1.189
2005,5.551
2005,0.546
2005,2.468
2005,0.448
2005,0.483
2005,0.675
2005,0.497
2005,1.216
2005,2.429
2005,2.879
2005,4.862
2005,0.652
2005,1.463
2005,1.475
2005,28.445
2005,1.339
2005,7.025
2005,6.275
2005,1.292
2005,4.205
2005,9.329
2005,2.191
2005,2.415
2005,4.312
2005,7.905
2005,0.657
2005,0.553
2005,0.112
2005,0.883
2005,0.388
2005,0.55
2005,0.531
2005,0.233
2005,0.274
2005,1.253
2005,0.396
2005,1.254
2005,0.852
2005,1.032
2005,0.714
2005,1.476
2005,0.308
2005,0
2005,0.695
2005,0.435
2005,0.278
2005,0.275
2005,0.28
2005,0.13
2005,0.471
2005,0.144
2005,0.485
2005,0.723
2005,0.356
2005,0.413
2005,0.818
2005,0
2005,0.321
2005,0.401
2005,1.081
2005,3.668
2005,0.424
2005,0.668
2005,0
2005,0.738
2005,1.069
2005,0.496
2005,0.058
2005,0.41
2005,0.539
2005,0.435
2005,0.873
2005,0.752
2005,0.68
2005,0.488
2005,0.83
2005,0.821
2005,0.012
2005,0.591
2005,0.298
2005,0.287
2005,0.635
2005,2.232
2005,3.096
2005,2.361
2005,1.004
2005,0.465
2005,0.91
2005,0.385
2005,0.855
2005,0.549
2005,0.895
2005,0.43
2005,0.061
2005,0.252
2005,0.318
2005,0.452
2005,1.081
2005,0.574
2005,0.39
2005,1.064
2005,0.958
2005,0.224
2005,1.15
2005,0.369
2005,0.566
2005,1.036
2005,0.177
2005,0.922
2005,0
2005,1.01
2005,1.017
2005,1.18
2005,0.494
2005,0.839
2005,0.796
2005,1.246
2005,0.547
2005,0.64
2005,0.621
2005,0.084
2005,0.734
2005,0.398
2005,0.344
2005,0.425
2005,0.335
2005,0.418
2005,0.937
2005,0.27
2005,0.242
2005,0.444
2005,1.154
2005,1.548
2005,1.114
2005,0.824
2005,0.394
2005,0.486
2005,0.748
2005,0.314
2005,0.608
2005,1.234
2005,0.209
2005,0.244
2005,0.619
2005,0.518
2005,0.244
2005,0.446
2005,0.652
2005,0.849
2005,0.139
2005,0.419
2005,0.202
2005,0
2005,0.02
2005,0.112
2005,0.605
2005,0.739
2005,1.742
2005,2.188
2005,0.83
2005,0.974
2005,1.099
2005,0.654
2005,0.823
2005,0.503
2005,3.838
2005,1.409
2005,0.438
2005,1.262
2005,0.635
2005,0.163
2005,3.281
2005,0.892
2005,2.292
2005,3.088
2005,0.516
2005,0.787
2005,1.266
2005,0
2005,1.177
2005,0.545
2005,1.409
2005,6.986
2005,0.634
2005,1.176
2005,0.718
2005,4.966
2005,0.615
2005,0
2005,2.008
2005,2.189
2005,0
2005,1.008
2005,0
2005,1.352
2005,0.709
2005,0
2005,2.893
2005,1.781
2005,1.201
2005,0.99
2005,0
2005,0.931
2005,0
2005,0.258
2005,0
2005,0
2005,0
2005,0.783
2005,1.055
2005,2.597
2005,1.673
2005,0.417
2005,0.732
2005,1.092
2005,2.083
2005,0
2005,1.655
2005,1.555
2005,3.044
2005,1.324
2005,0
2005,0
2005,7.929
2005,2.9
2005,0.671
2005,1.06
2005,0
2005,0.739
2005,0.295
2005,0
2005,1.513
2005,0.465
2005,1.977
2005,0.174
2005,0.93
2005,0.674
2005,0.819
2005,0.947
2005,1.267
2005,1.121
2005,0.775
2005,0.405
2005,0.637
2005,0.479
2005,0.292
2005,0
2005,0.917
2005,0.31
2005,2.645
2005,1.281
2005,0.736
2005,0.712
2005,0.83
2005,0.644
2005,0.971
2005,0.258
2005,1.455
2005,1.345
2005,1.473
2005,0.712
2005,0.783
2005,1.074
2005,1.194
2005,0.624
2005,0.498
2005,0.322
2005,2.286
2005,0
2005,1.205
2005,0.002
2005,0.545
2005,1.289
2005,1.623
2005,1.045
2005,1.434
2005,0.086
2005,0.557
2005,0.707
2005,1.069
2005,1.115
2005,1.704
2005,1.302
2005,3.259
2005,1.645
2005,1.673
2005,1.747
2005,0.799
2005,1.184
2005,1.272
2005,0.79
2005,0.763
2005,0.453
2005,0.363
2005,0.218
2005,0.351
2005,0.194
2005,0
2005,0.158
2005,0.257
2005,0.39
2005,0.347
2005,0.472
2005,0.658
2005,1.221
2005,1.038
2005,0.06
2005,0.984
2005,3.198
2005,1.206
2005,0.708
2005,1.294
2005,0.91
2005,1.735
2005,1.69
2005,0
2005,0.696
2005,0.57
2005,0.223
2005,0.297
2005,0.608
2005,1.466
2005,0.251
2005,0.643
2005,0.809
2005,1.007
2005,0.966
2005,1.022
2005,1.068
2005,0.21
2005,0.932
2005,0.903
2005,1.467
2005,1.208
2005,1.496
2005,0
2005,0.702
2005,0.524
2005,0.216
2005,0
2005,0.109
2005,0
2005,2.597
2005,3.188
2005,1.713
2005,1.266
2005,1.291
2005,1.615
2005,5.323
2005,0.097
2005,1.175
2005,0.612
2005,0.759
2005,1.448
2005,1.34
2005,0.642
2005,0.867
2005,2.345
2005,0.944
2005,1.291
2005,1.749
2005,0
2005,0.793
2005,0.972
2005,1.17
2005,0.818
2005,0.489
2005,1.605
2005,1.552
2005,0.939
2005,2.443
2005,1.21
2005,0.932
2005,0.553
2005,2.062
2005,1.426
2005,0.651
2005,1.318
2005,0.903
2005,0.928
2005,0.679
2005,0.983
2005,3.535
2005,1.208
2005,1.256
2005,1.508
2005,0
2005,1.836
2005,0.781
2005,0.855
2005,0.265
2005,1.504
2005,1.644
2005,1.024
2005,0.429
2005,1.925
2005,0.751
2005,1.748
2005,0.424
2005,1.816
2005,1.408
2005,1.799
2005,1.451
2005,0.931
2005,0.995
2005,1.63
2005,0.702
2005,0.662
2005,1.505
2005,1.176
2005,1.061
2005,0.915
2005,1.163
2005,1.336
2005,1.186
2005,1.301
2005,1.106
2005,1.267
2005,1.175
2005,2.459
2005,0.745
2005,2.001
2005,1.042
2005,3.299
2005,0.435
2005,0.62
2005,0.902
2005,2.122
2005,0.706
2005,2.994
2005,1.126
2005,1.19
2005,1.598
2005,1.354
2005,3.658
2005,1.328
2005,2.319
2005,1.58
2005,2.687
2005,0.925
2005,0
2005,1.248
2005,0.979
2005,0.919
2005,1.503
2005,0.386
2005,0.343
2005,0.705
2005,0.738
2005,1.279
2005,1.993
2005,4.112
2005,0.672
2005,5.203
2005,0.593
2005,0.941
2005,3.882
2005,0.745
2005,1.211
2005,1.086
2005,0.726
2005,0.527
2005,0.741
2005,0.119
2005,0.446
2005,1.329
2005,0.683
2005,0.184
2005,0.687
2005,0.023
2005,0.368
2005,0.062
2005,0.652
2005,1.589
2005,1.072
2005,1.521
2005,1.137
2005,0.485
2005,0.942
2005,2.025
2005,0.577
2005,0.773
2005,0.399
2005,0.295
2005,0
2005,1.477
2005,0.896
2005,0.396
2005,0.597
2005,0.715
2005,1.563
2005,1.95
2005,2.3
2005,0.78
2005,0.143
2005,0.767
2005,1.249
2005,1.424
2005,0.375
2005,0.576
2005,0.814
2005,1.295
2005,0.898
2005,1.381
2005,0.76
2005,0.67
2005,1.278
2005,0.982
2005,0.689
2005,0
2005,0.15
2005,1.115
2005,0.621
2005,0.293
2005,0.526
2005,0.51
2005,0.792
2005,0
2005,0.383
2005,0.88
2005,0.82
2005,1.362
2005,1.42
2005,0.212
2005,0.872
2005,0.232
2005,0.403
2005,0.424
