1.99047619,5.141
0.707346905,1.419
0.373679953,3.095
0.42907911,1.76
0.379046231,1.435
0.749387158,2.557
1.672948579,4.126
0.704265888,2.49
0.188574973,1.623
0.442495274,1.311
0.329331758,1.186
0.650123719,1.754
0.367386629,2.245
0.588827995,1.884
1.070518166,3.017
0.003319436,1.504
1.039492754,2.48
0.945410628,2.637
0.162687561,1.232
0.173084886,0.795
0.67837426,1.509
0.634644582,1.345
0.712270531,1.814
1.17715942,3.154
0.713109731,2.476
0.739277819,2.946
0.554988312,1.776
0.540711462,2.13
