0.987643534698,584
0.71574505885,386
0.992905267456,807
0.981166623071,472
0,1
0.953689255461,5093
0.99529727914,524
0.957148422283,399
1.0,242
0.975376363747,1483
0,1
0,1
0,2
0,4
0.983952117457,6243
1.0,19
0,18
0.888392857143,141
0.934582743989,1328
0.983952117457,6243
1.0,19
0.888392857143,141
0.97969924812,359
0.855316495167,1679
0.983952117457,6243
0.987830080367,566
1.0,11
0.954345917471,474
0.981282481314,1885
1.0,242
0.931913240918,3580
0.955415846811,1904
0.9875,1448
0.950819672131,365
0.977185523177,436
0.985732426981,587
0.96562699899,8317
0.992197933507,435
0.982346666667,586
0.944551076989,858
0.980139079128,600
0.931913240918,3580
0,2
0.980139079128,600
0.975376363747,1483
0,252
0,3
0.969336111938,350
0.906488549618,274
0.931913240918,3580
0,2
0.980139079128,600
0.975376363747,1483
0,252
0,3
0.969336111938,350
0.906488549618,274
0.973904606271,1471
0.981282481314,1885
0.981166623071,472
0.991596638655,311
0.931913240918,3580
0,252
0.931913240918,3580
0.95026642984,470
0.973147491928,2513
0.886466882993,1961
0,222
0.972310405644,524
0,3
0.985018963338,510
0,1
0.992925752856,1290
0.996044825313,309
0.941471048513,690
0.986318758815,221
0,41
0.897055153481,1133
0.95026642984,470
0.973147491928,2513
0.886466882993,1961
0,222
0.972310405644,524
0,3
0.985018963338,510
0,1
0.992925752856,1290
0.996044825313,309
0.941471048513,690
0.986318758815,221
0,41
0.897055153481,1133
0.973147491928,2513
0.886466882993,1961
0,222
0.972310405644,524
0,3
0.985018963338,510
0,1
0.992925752856,1290
0.996044825313,309
0.941471048513,690
0.986318758815,221
0,41
0.897055153481,1133
0.996044825313,309
0.941471048513,690
0,41
0.99529727914,524
0.953736428185,1067
0.944996406376,2372
0.957148422283,399
0.999265246143,141
1.0,242
0.975376363747,1483
0,1
0.987830080367,566
0.940708041201,685
0.955405035042,1200
1.0,1
0,1
0.886466882993,1961
0,3
0.996044825313,309
0,3
0,41
0.82336255802,5361
1.0,1
0,1
0.886466882993,1961
0,3
0.996044825313,309
0,3
0,41
0.82336255802,5361
0,23
0,2
0.991103202847,1034
1.0,11
0,1
0.986311239193,2423
0.982614742698,558
0.939239562624,2867
0.979446522064,1508
0.991103202847,1034
1.0,11
0,1
0.939239562624,2867
0.979446522064,1508
0.893974915016,6021
0.994936266806,352
0.981166623071,472
0.993084902036,311
0,77
0.82336255802,5361
0.96562699899,8317
0,1
0,1
0.937570942111,672
0.950182881055,5154
0.937570942111,672
0.950182881055,5154
0.937570942111,672
0.84515224359,832
0,1
0.888392857143,141
0.969085173502,496
0,1
0.969085173502,496
0,34
0.939995202358,2480
0,5
0.992925752856,1290
0.996044825313,309
0.941471048513,690
0.953882444598,1510
0,41
0,23
0.937570942111,672
0.988364614395,729
0.94140506406,632
0.906488549618,274
0,1
0.833078393881,711
0.991596638655,311
0.94140506406,632
0.978583196046,323
0.979446522064,1508
0.954345917471,474
0.977964056646,523
